beta_deg,r,V_R,gamma_deg,Y_R,Y_R_MMG
-4.999999999999996,-0.024455520173195265,1.0853111925292311,-5.138155562779618,-3.0182869760032482,-3.941879656016271
-9.999999999999996,-0.06521472046185486,1.072312559963465,-9.669155579791795,-9.772398641165834,-6.560507449113945
-0.0,0.06521472046185486,1.1039398915939205,6.470564764938198,3.3719094406117125,5.100294353139469
0.0,-0.06521472046185486,1.086628389362412,-5.828191683983598,-3.9718832844816974,-4.251096201956833
